label	key	technique	category	institute	source	experiment	developmental-stage	tissue	condition	summary	citation	project	accession	date	analyst	filename	SCIPRJ	access_level	biosample	NGS_file	MLONG
PRJNA287810.397.neg.bw	Metazome_NV_timecourse_sample_0115.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107074			GCA_033964005.1/bulk_align/PRJNA287810.397.neg.bw					
### end																					
																					
# Developmental Time Series: Technion timepoint 116-120																					
## all: 5 timeppoints																					
PRJNA287810.398.pos.bw	Metazome_NV_timecourse_sample_0116.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107075			GCA_033964005.1/bulk_align/PRJNA287810.398.pos.bw					
PRJNA287810.399.pos.bw	Metazome_NV_timecourse_sample_0117.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107076			GCA_033964005.1/bulk_align/PRJNA287810.399.pos.bw					
PRJNA287810.400.pos.bw	Metazome_NV_timecourse_sample_0118.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107077			GCA_033964005.1/bulk_align/PRJNA287810.400.pos.bw					
PRJNA287810.401.pos.bw	Metazome_NV_timecourse_sample_0119.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107078			GCA_033964005.1/bulk_align/PRJNA287810.401.pos.bw					
PRJNA287810.402.pos.bw	Metazome_NV_timecourse_sample_0120.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107079			GCA_033964005.1/bulk_align/PRJNA287810.402.pos.bw					
## all: 5 timeppoints -																					
PRJNA287810.398.neg.bw	Metazome_NV_timecourse_sample_0116.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107075			GCA_033964005.1/bulk_align/PRJNA287810.398.neg.bw					
PRJNA287810.399.neg.bw	Metazome_NV_timecourse_sample_0117.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107076			GCA_033964005.1/bulk_align/PRJNA287810.399.neg.bw					
PRJNA287810.400.neg.bw	Metazome_NV_timecourse_sample_0118.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107077			GCA_033964005.1/bulk_align/PRJNA287810.400.neg.bw					
PRJNA287810.401.neg.bw	Metazome_NV_timecourse_sample_0119.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107078			GCA_033964005.1/bulk_align/PRJNA287810.401.neg.bw					
PRJNA287810.402.neg.bw	Metazome_NV_timecourse_sample_0120.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107079			GCA_033964005.1/bulk_align/PRJNA287810.402.neg.bw					
### end																					
																					
# Developmental Time Series: Technion timepoint 121-123																					
## all: 5 timeppoints																					
PRJNA287810.403.pos.bw	Metazome_NV_timecourse_sample_0121.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107080			GCA_033964005.1/bulk_align/PRJNA287810.403.pos.bw					
PRJNA287810.404.pos.bw	Metazome_NV_timecourse_sample_0122.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107081			GCA_033964005.1/bulk_align/PRJNA287810.404.pos.bw					
PRJNA287810.405.pos.bw	Metazome_NV_timecourse_sample_0123.pos	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107082			GCA_033964005.1/bulk_align/PRJNA287810.405.pos.bw					
## all: 5 timeppoints -																					
PRJNA287810.403.neg.bw	Metazome_NV_timecourse_sample_0121.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107080			GCA_033964005.1/bulk_align/PRJNA287810.403.neg.bw					
PRJNA287810.404.neg.bw	Metazome_NV_timecourse_sample_0122.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107081			GCA_033964005.1/bulk_align/PRJNA287810.404.neg.bw					
PRJNA287810.405.neg.bw	Metazome_NV_timecourse_sample_0123.neg	RNASeq	Gene Expression	Technion	Yanai  Lab	The mid-developmental transition and the evolution of animal body plans				RNAseq, super-high-density embryonic time series (40-140 time points).	PMID:26886793	PRJNA287810	SRR2107082			GCA_033964005.1/bulk_align/PRJNA287810.405.neg.bw					
### end																					
																					
																					
																					
																					
# H3k27Ac Vienna																					
## oranges: H3K27ac adult female																					
PRJNA200689.406.bw	H3K27ac_adultfemale-1	ChIPSeq	Epigenetics	Institute University of Vienna	Technau Lab	Evolutionary conservation of the eumetazoan gene regulatory landscape	adult female polyps		H3K27ac	Chipseq and RNAseq across development. Condition: Whole-Animal.  H3K27*, H3K36*, H3K4*, p300*, Pol2*, Input*	PMID:24642862	PRJNA200689	SRR836003			GCA_033964005.1/bulk_align/PRJNA200689.406.bw					
PRJNA200689.407.bw	H3K27ac_adultfemale-2	ChIPSeq	Epigenetics	Institute University of Vienna	Technau Lab	Evolutionary conservation of the eumetazoan gene regulatory landscape	adult female polyps		H3K27ac	Chipseq and RNAseq across development. Condition: Whole-Animal.  H3K27*, H3K36*, H3K4*, p300*, Pol2*, Input*	PMID:24642862	PRJNA200689	SRR836004			GCA_033964005.1/bulk_align/PRJNA200689.407.bw					
## greens: H3K27ac gastrula																					
PRJNA200689.408.bw	H3K27ac_gastrula-1	ChIPSeq	Epigenetics	Institute University of Vienna	Technau Lab	Evolutionary conservation of the eumetazoan gene regulatory landscape	gastrulae (24h)		H3K27ac	Chipseq and RNAseq across development. Condition: Whole-Animal.  H3K27*, H3K36*, H3K4*, p300*, Pol2*, Input*	PMID:24642862	PRJNA200689	SRR836005			GCA_033964005.1/bulk_align/PRJNA200689.408.bw					
PRJNA200689.409.bw	H3K27ac_gastrula-2	ChIPSeq	Epigenetics	Institute University of Vienna	Technau Lab	Evolutionary conservation of the eumetazoan gene regulatory landscape	gastrulae (24h)		H3K27ac	Chipseq and RNAseq across development. Condition: Whole-Animal.  H3K27*, H3K36*, H3K4*, p300*, Pol2*, Input*	PMID:24642862	PRJNA200689	SRR836006			GCA_033964005.1/bulk_align/PRJNA200689.409.bw					
## blues: H3K27ac planula																					
PRJNA200689.410.bw	H3K27ac_planula-1	ChIPSeq	Epigenetics	Institute University of Vienna	Technau Lab	Evolutionary conservation of the eumetazoan gene regulatory landscape	planulae (4 days)		H3K27ac	Chipseq and RNAseq across development. Condition: Whole-Animal.  H3K27*, H3K36*, H3K4*, p300*, Pol2*, Input*	PMID:24642862	PRJNA200689	SRR836007			GCA_033964005.1/bulk_align/PRJNA200689.410.bw					
PRJNA200689.449.bw	H3K27ac_planula-2	ChIPSeq	Epigenetics	Institute University of Vienna	Technau Lab	Evolutionary conservation of the eumetazoan gene regulatory landscape	planulae (4 days)			Chipseq and RNAseq across development. Condition: Whole-Animal.  H3K27*, H3K36*, H3K4*, p300*, Pol2*, Input*	PMID:24642862	PRJNA200689	SRR837781			GCA_033964005.1/bulk_align/PRJNA200689.449.bw					
## yellows: input adult female																					
PRJNA200689.432.bw	Input_adultfemale-1	ChIPSeq	Epigenetics	Institute University of Vienna	Technau Lab	Evolutionary conservation of the eumetazoan gene regulatory landscape	adult female polyps		Input_adultfemale	Chipseq and RNAseq across development. Condition: Whole-Animal.  H3K27*, H3K36*, H3K4*, p300*, Pol2*, Input*	PMID:24642862	PRJNA200689	SRR836031			GCA_033964005.1/bulk_align/PRJNA200689.432.bw					
PRJNA200689.433.bw	Input_adultfemale-2	ChIPSeq	Epigenetics	Institute University of Vienna	Technau Lab	Evolutionary conservation of the eumetazoan gene regulatory landscape	adult female polyps		Input_adultfemale	Chipseq and RNAseq across development. Condition: Whole-Animal.  H3K27*, H3K36*, H3K4*, p300*, Pol2*, Input*	PMID:24642862	PRJNA200689	SRR836032			GCA_033964005.1/bulk_align/PRJNA200689.433.bw					
## purples: input planula																					
PRJNA200689.439.bw	Input_planula-1	ChIPSeq	Epigenetics	Institute University of Vienna	Technau Lab	Evolutionary conservation of the eumetazoan gene regulatory landscape	planulae (4 days)		Input_planula	Chipseq and RNAseq across development. Condition: Whole-Animal.  H3K27*, H3K36*, H3K4*, p300*, Pol2*, Input*	PMID:24642862	PRJNA200689	SRR836039			GCA_033964005.1/bulk_align/PRJNA200689.439.bw					
PRJNA200689.440.bw	Input_planula-2	ChIPSeq	Epigenetics	Institute University of Vienna	Technau Lab	Evolutionary conservation of the eumetazoan gene regulatory landscape	planulae (4 days)		Input_planula	Chipseq and RNAseq across development. Condition: Whole-Animal.  H3K27*, H3K36*, H3K4*, p300*, Pol2*, Input*	PMID:24642862	PRJNA200689	SRR836040			GCA_033964005.1/bulk_align/PRJNA200689.440.bw					
## browns: input gastrula																					
PRJNA200689.435.bw	Input_gastrula-1	ChIPSeq	Epigenetics	Institute University of Vienna	Technau Lab	Evolutionary conservation of the eumetazoan gene regulatory landscape	gastrulae (24h)		Input_gastrula	Chipseq and RNAseq across development. Condition: Whole-Animal.  H3K27*, H3K36*, H3K4*, p300*, Pol2*, Input*	PMID:24642862	PRJNA200689	SRR836035			GCA_033964005.1/bulk_align/PRJNA200689.435.bw					
PRJNA200689.436.bw	Input_gastrula-2	ChIPSeq	Epigenetics	Institute University of Vienna	Technau Lab	Evolutionary conservation of the eumetazoan gene regulatory landscape	gastrulae (24h)		Input_gastrula	Chipseq and RNAseq across development. Condition: Whole-Animal.  H3K27*, H3K36*, H3K4*, p300*, Pol2*, Input*	PMID:24642862	PRJNA200689	SRR836036			GCA_033964005.1/bulk_align/PRJNA200689.436.bw					
PRJNA200689.437.bw	Input_gastrula-3	ChIPSeq	Epigenetics	Institute University of Vienna	Technau Lab	Evolutionary conservation of the eumetazoan gene regulatory landscape	gastrulae (24h)		Input_gastrula	Chipseq and RNAseq across development. Condition: Whole-Animal.  H3K27*, H3K36*, H3K4*, p300*, Pol2*, Input*	PMID:24642862	PRJNA200689	SRR836037			GCA_033964005.1/bulk_align/PRJNA200689.437.bw					
### end																					
																					
# H3k27Ac Adult Female Vienna																					
## oranges: H3K27ac adult female																					
PRJNA200689.406.bw	H3K27ac_adultfemale-1	ChIPSeq	Epigenetics	Institute University of Vienna	Technau Lab	Evolutionary conservation of the eumetazoan gene regulatory landscape	adult female polyps		H3K27ac	Chipseq and RNAseq across development. Condition: Whole-Animal.  H3K27*, H3K36*, H3K4*, p300*, Pol2*, Input*	PMID:24642862	PRJNA200689	SRR836003			GCA_033964005.1/bulk_align/PRJNA200689.406.bw					
PRJNA200689.407.bw	H3K27ac_adultfemale-2	ChIPSeq	Epigenetics	Institute University of Vienna	Technau Lab	Evolutionary conservation of the eumetazoan gene regulatory landscape	adult female polyps		H3K27ac	Chipseq and RNAseq across development. Condition: Whole-Animal.  H3K27*, H3K36*, H3K4*, p300*, Pol2*, Input*	PMID:24642862	PRJNA200689	SRR836004			GCA_033964005.1/bulk_align/PRJNA200689.407.bw					
## yellows: input adult female																					
PRJNA200689.432.bw	Input_adultfemale-1	ChIPSeq	Epigenetics	Institute University of Vienna	Technau Lab	Evolutionary conservation of the eumetazoan gene regulatory landscape	adult female polyps		Input_adultfemale	Chipseq and RNAseq across development. Condition: Whole-Animal.  H3K27*, H3K36*, H3K4*, p300*, Pol2*, Input*	PMID:24642862	PRJNA200689	SRR836031			GCA_033964005.1/bulk_align/PRJNA200689.432.bw					
PRJNA200689.433.bw	Input_adultfemale-2	ChIPSeq	Epigenetics	Institute University of Vienna	Technau Lab	Evolutionary conservation of the eumetazoan gene regulatory landscape	adult female polyps		Input_adultfemale	Chipseq and RNAseq across development. Condition: Whole-Animal.  H3K27*, H3K36*, H3K4*, p300*, Pol2*, Input*	PMID:24642862	PRJNA200689	SRR836032			GCA_033964005.1/bulk_align/PRJNA200689.433.bw					
### end																					
																					
# H3k27Ac Gastrula Vienna																					
## oranges: H3K27ac adult female																					
PRJNA200689.408.bw	H3K27ac_gastrula-1	ChIPSeq	Epigenetics	Institute University of Vienna	Technau Lab	Evolutionary conservation of the eumetazoan gene regulatory landscape	gastrulae (24h)		H3K27ac	Chipseq and RNAseq across development. Condition: Whole-Animal.  H3K27*, H3K36*, H3K4*, p300*, Pol2*, Input*	PMID:24642862	PRJNA200689	SRR836005			GCA_033964005.1/bulk_align/PRJNA200689.408.bw					
PRJNA200689.409.bw	H3K27ac_gastrula-2	ChIPSeq	Epigenetics	Institute University of Vienna	Technau Lab	Evolutionary conservation of the eumetazoan gene regulatory landscape	gastrulae (24h)		H3K27ac	Chipseq and RNAseq across development. Condition: Whole-Animal.  H3K27*, H3K36*, H3K4*, p300*, Pol2*, Input*	PMID:24642862	PRJNA200689	SRR836006			GCA_033964005.1/bulk_align/PRJNA200689.409.bw					
## browns: input gastrula																					
PRJNA200689.435.bw	Input_gastrula-1	ChIPSeq	Epigenetics	Institute University of Vienna	Technau Lab	Evolutionary conservation of the eumetazoan gene regulatory landscape	gastrulae (24h)		Input_gastrula	Chipseq and RNAseq across development. Condition: Whole-Animal.  H3K27*, H3K36*, H3K4*, p300*, Pol2*, Input*	PMID:24642862	PRJNA200689	SRR836035			GCA_033964005.1/bulk_align/PRJNA200689.435.bw					
PRJNA200689.436.bw	Input_gastrula-2	ChIPSeq	Epigenetics	Institute University of Vienna	Technau Lab	Evolutionary conservation of the eumetazoan gene regulatory landscape	gastrulae (24h)		Input_gastrula	Chipseq and RNAseq across development. Condition: Whole-Animal.  H3K27*, H3K36*, H3K4*, p300*, Pol2*, Input*	PMID:24642862	PRJNA200689	SRR836036			GCA_033964005.1/bulk_align/PRJNA200689.436.bw					
PRJNA200689.437.bw	Input_gastrula-3	ChIPSeq	Epigenetics	Institute University of Vienna	Technau Lab	Evolutionary conservation of the eumetazoan gene regulatory landscape	gastrulae (24h)		Input_gastrula	Chipseq and RNAseq across development. Condition: Whole-Animal.  H3K27*, H3K36*, H3K4*, p300*, Pol2*, Input*	PMID:24642862	PRJNA200689	SRR836037			GCA_033964005.1/bulk_align/PRJNA200689.437.bw					
